Item Number,product,brand,new_price,old_price,num_reviews,rating,recommand,key_benefit,Weight,Food Form,Lifestage,Food Texture,Special Diet,Packaging Type
75608,"Blue Buffalo Healthy Gourmet Grilled Salmon Entree in Gravy Canned Cat Food, 3-oz, case of 24",Blue Buffalo,16.25,23.41,46,4.1,87,"Gourmet recipe starts with protein-rich salmon as the first ingredient to support strong muscles and healthy energy.,Loaded with garden-grown veggies, cranberries and wholesome brown rice, plus vitamins, minerals and essential taurine for overall health.,Good source of omega-3 and 6 fatty acids sourced from flaxseeds to help promote a healthy skin and coat.,Provides tasty moisture made from real broth to keep your kitty hydrated and support urinary health.,Made in the USA with zero by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",,Wet Food,Adult,Grilled,"No Corn No Wheat No Soy, Pea-Free",Can
142658,Purina Pro Plan Veterinary Diets NF Kidney Function Advanced Care Formula Dry Cat Food,Purina Pro Plan Veterinary Diets,47.99,0.0,178,4.4,90,"Kidney disease can occur in cats of all ages, but it normally appears in that of older pets. It can't be cured, but with proper treatment and dietary management you can help make your cat much more comfortable.,Purina Pro Plan Veterinary Diets NF has been specifically formulated to minimize the sign of kidney failure and help slow the progression of the disease.,Restricted amounts of high-quality protein, low phosphorus levels, and a reduction in sodium all help reduce the workload on the kidneys. Added B-complex vitamins help to protect the body and break down nutrients.,Designed for cats with chronic renal failure, hepatic disease associated with encephalopathy, or any condition that benefits from restricted sodium levels.,Made in the USA!",8.0,Dry Food,Adult,,"Low-Protein, Pea-Free, Veterinary Diet",
76122,"Fancy Feast Sliced Chicken Hearts & Liver Feast in Gravy Canned Cat Food, 3-oz, case of 24",Fancy Feast,15.6,17.99,53,4.6,98,"Tasty wet food recipe features real meat in gravy for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for all cats, on its own or as a delicious kibble topper.,Supports urinary health and keeps your pal hydrated with moisture from real broth in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",5.3,Wet Food,Adult,Sliced,,Can
133929,"American Journey Minced Turkey Recipe in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",American Journey,22.99,0.0,80,4.3,90,"Bites of real meat in gravy for the flavor cats naturally crave and the texture they love. It’s a diet that’s complete and balanced for a cat’s nutritional needs.,Features delicious turkey as the first ingredient, which delivers essential amino acids. Taurine is also added for eye and heart health.,Grain-free recipe made without corn, soy and wheat and made without poultry by-product meal or artificial colors, flavors or preservatives; packed in BPA-free cans for safety.,Crafted in the USA with carefully selected ingredients from trusted sources around the world.,Real meat helps support lean muscle mass, and several sources of omega fatty acids are included for skin and coat health.,Mix it up with a fork.,Try a meal topper.,Don’t leave wet food out for long. Always refrigerate unused portion and follow packaging instructions for storing and discarding.",4.5,Wet Food,Adult,Minced,"Grain-Free, No Corn No Wheat No Soy",Can
51765,"Blue Buffalo Wilderness Wild Delights Chicken & Salmon in Tasty Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",Blue Buffalo,31.99,0.0,53,4.2,83,"100% grain-free recipe features protein-rich chicken and salmon as the top ingredients to support healthy muscle growth and development.,Inspired by a feline wild diet with vitamins, minerals and essential taurine to support nose-to-tail health.,Helps promote digestive and urinary health with essential moisture from real broth in every can.,Good source of omega-3 and 6 fatty acids sourced from fish oil and flaxseeds to help promote a healthy skin and coat.,Made in the USA with zero grains, by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",,Wet Food,Adult,Chunks in Gravy,"High-Protein, Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
98153,Fussie Cat Market Fresh Chicken & Turkey Recipe Grain-Free Dry Cat Food,Fussie Cat,31.99,0.0,121,4.4,88,"Created in the USA with the freshest and finest ingredients,Physiologically tuned recipe with complete, high-quality protein like real chicken and turkey,Grain-free and potato-free recipe is great for cats prone to food-related allergies,Highly palatable: even the pickiest eaters won’t be able to resist,Provides an excellent source of vitamin B12, riboflavin and phosphorus",10.0,Dry Food,Adult,,Grain-Free,
51558,Blue Buffalo Wilderness Salmon Grain-Free Canned Cat Food,Blue Buffalo,33.28,0.0,230,3.7,73,"Grain-free recipe starts with protein-rich salmon as the first ingredient to support lean muscles and satisfy a carnivorous appetite.,Packed with vitamins, minerals, omega-3 fatty acids, taurine and essential amino acids to support overall health.,Loaded with tasty moisture so it's a great way to add hydration to help support digestive and urinary health.,Zero chicken or poultry by-product meals, corn, wheat, gluten or soy so it’s great for kitties with food sensitivities or allergies.,Provides a balanced and complete diet for cats of all ages, with no artificial flavors or preservatives.",,Wet Food,Adult,Pate,"High-Protein, Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
86715,Nutro Wholesome Essentials Indoor Adult White Fish & Brown Rice Recipe Dry Cat Food,Nutro,31.94,34.99,66,4.8,98,"Made with white fish as the first ingredient for high-quality protein and a unique blend of whole grains.,Nutrient-packed and flavor-loaded so it provides a balanced and complete diet for adult cats and satisfies even picky eaters.,Fortified with vitamins, minerals, antioxidants for immunity, omegas for a healthy skin and coat, taurine for healthy eyes, and natural fiber for healthy digestion.,Made with ideal calorie content to help maintain your indoor cat's healthy weight, plus non-GMO ingredients, and no artificial flavors, colors or preservatives.,Cooked in USA Nutro facilities with the finest ingredients from around the world, carefully sourced from a trusted network of farmers and suppliers.",14.0,Dry Food,Adult,,Indoor,
103416,"Sheba Perfect Portions Grain-Free Savory Mixed Grill Cuts in Gravy Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",Sheba,19.2,21.36,63,4.3,87,"Made with real, high-quality chicken and turkey in a tempting gravy sure to please your kitty!,There's no grains, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,This complete and balanced wet food has added vitamins and minerals to support your cat's overall wellbeing.,There's two fresh meals in each tray. Simple break apart, peel, and serve. No need to refrigerate leftovers your cat refuses to eat.,Made in the USA!",,Wet Food,Adult,Minced,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Tray
155539,"Fancy Feast Gourmet Naturals Tuna Recipe in Gravy Canned Cat Food, 3-oz, case of 12",Fancy Feast,10.2,11.39,386,4.7,98,"Real fish broth and tuna are the first ingredients, delivering a protein-packed flavor she'll crave.,Made without artificial colors, flavors or preservatives for a meal that's as real as it is delicious.,Free from unnecessary fillers, by-products, corn and soy, because your kitty deserves the best.,Offers 100% complete and balanced nutrition to nourish your cat's overall health.,Made with vitamins and minerals to meet your feline's nutritional needs every day.",2.66,Wet Food,Adult,Chunks in Gravy,,Can
133896,American Journey Pate Chicken Recipe Grain-Free Canned Cat Food,American Journey,22.99,0.0,174,3.9,80,"Smooth paté made with real meat for the flavor cats naturally crave and the texture they love. It’s a diet that’s complete and balanced for a cat’s nutritional needs.,Features delicious chicken as the first ingredient, which delivers essential amino acids. Taurine is also added for eye and heart health.,Grain-free recipe made without corn, soy and wheat and made without poultry by-product meal or artificial colors, flavors or preservatives; packed in BPA-free cans for safety.,Crafted in the USA with carefully selected ingredients from trusted sources around the world.,Real meat helps support lean muscle mass, and several sources of omega fatty acids are included for skin and coat health.,Mix it up with a fork.,Try a meal topper.,Don’t leave wet food out for long. Always refrigerate unused portion and follow packaging instructions for storing and discarding.",4.5,Wet Food,Adult,Pate,"Grain-Free, No Corn No Wheat No Soy, Pea-Free",Can
76336,"Friskies Tasty Treasures Pate Chicken, Ocean Fish & Scallop Wet Cat Food, 5.5-oz can, case of 24",Friskies,12.99,16.21,55,3.9,80,"Features real ocean fish and chicken for the high-protein nutrition and flavor your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",9.4,Wet Food,Adult,Pate,,Can
86283,"Purina Pro Plan Savor Adult Tuna, Shrimp & Rice Entrée in Sauce Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,27,4.6,93,"100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée packed with real tuna and shrimp complemented by rice in sauce provides the ultimate texture and taste your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",,Wet Food,Adult,Chunks in Gravy,,Can
169575,"Fancy Feast Savory Centers Tuna Canned Cat Food, 3-oz, case of 24",Fancy Feast,25.92,28.56,133,4.8,98,"Wet food pet parents can be proud of with the tuna taste cats love.,Made with real, high-quality ingredients to supply your kitty with 100% complete and balanced nutrition.,Features the dual textures of smooth pate with thick, savory gravy your furry friend will love.,Includes a hidden gourmet gravy center in each can.,Contains essential vitamins and minerals to help support the overall health of your paw-tner.",4.5,Wet Food,Adult,Pate,,Can
67964,"Purina Pro Plan Savor Adult Turkey & Cheese Entree in Gravy Canned Cat Food, 3-oz, case of 24",Purina Pro Plan,23.28,0.0,34,4.7,100,"100% complete and balanced diet specifically formulated to support a healthy, active lifestyle for adult cats,Savory entrée packed with real turkey and cheese smothered in gravy provides the ultimate texture and taste your cat craves,Powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition,Omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat,Proudly manufactured in Purina-owned U.S.A facilities and does not contain any added artificial colors, flavors, or preservatives",,Wet Food,Adult,Chunks in Gravy,,Can
76176,"Fancy Feast Flaked Salmon & Ocean Whitefish Feast Canned Cat Food, 3-oz, case of 24",Fancy Feast,15.6,21.13,39,4.5,92,"Tasty wet food recipe features real meat for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for all cats, on its own or as a delicious kibble topper.,Supports urinary health and keeps your pal hydrated with moisture from real broth in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",5.3,Wet Food,Adult,Flaked,,Can
