brand,info_dict,key_benefit,new_price,num_reviews,old_price,product,rating,recommand
BFF,"{'Item Number': '52201', 'Weight': '2.75\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Chunks in Gravy, Minced, Aspic / Gelee', 'Brand': 'Weruva', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Gluten Free, Grain-Free, No Corn No Wheat No Soy, Pea-Free, Non-GMO'}","Variety pack features wild-caught tuna as the top ingredient for animal-sourced protein and omegas to support overall health.,Low carb and packed with amino acids, vitamins, omega-3 fatty acids, minerals and essential taurine for food-based nutrition.,Loaded with tasty broth-based gravy so it's a great way to add hydration to help support digestive and urinary health.,Protein as the major source of calories to meet the nutritional needs of carnivores and provides a balanced diet for cats of all ages.,Made in food safe facilities free of grain, gluten and MSG in easy-to-open, BPA-free cans; great for serving alone or as a kibble topper.",11.49,469,12.99,BFF Batch 'O Besties Variety Pack Canned Cat Food,4.0,81
Fancy Feast,"{'Item Number': '76089', 'Weight': '5.3\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Grilled', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Tender turkey and giblets for the high-protein nutrition your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for all cats, on its own or as a delicious kibble topper.,Supports urinary health and keeps your pal hydrated with moisture from real broth in every bite.,Savory gravy and tender texture will tempt your cat.",15.6,40,0,"Fancy Feast Grilled Turkey & Giblets Feast in Gravy Canned Cat Food, 3-oz, case of 24",4.8,95
Sheba,"{'Item Number': '87812', 'Packaging Type': 'Tray', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Pea-Free'}","Made with real, responsibly sourced salmon as the 1st ingredient! This soft, pate style food also has chicken for a variety of protein sources.,There's no grains, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,This complete and balanced wet food has added vitamins and minerals to support your cat's overall wellbeing.,There's two fresh meals in each tray. Simple break apart, peel, and serve. No need to refrigerate leftovers your cat refuses to eat.,Made in the USA!",19.2,107,21.36,"Sheba Perfect Portions Grain-Free Delicate Salmon Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",4.8,99
Purina Pro Plan,"{'Item Number': '67924', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Kitten'}","Formula is filled with chicken, fish, and liver to offer multiple sources of protein and maximize the absorption of amino acids and essential nutrients for your kitten,Added taurine helps your new pal build healthy eyes and a disease-free heart,Zinc and omega-6 fatty acids maintain healthy skin and a beautiful shiny coat,Calcium and phosphorous build strong bones and teeth in your growing kitten,Proudly manufactured in Purina-owned U.S.A facilities",23.28,114,0,"Purina Pro Plan Focus Kitten Classic Chicken & Liver Entree Canned Cat Food, 3-oz, case of 24",4.5,93
Friskies,"{'Item Number': '76340', 'Weight': '9.4\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Features real turkey and chicken for the high-protein nutrition and flavor your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",12.99,91,16.21,"Friskies Tasty Treasures Pate Liver, Turkey & Chicken Wet Cat Food, 5.5-oz can, case of 24",4.3,89
Royal Canin,"{'Item Number': '54340', 'Weight': '4.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Royal Canin Size Health Nutrition', 'Food Form': 'Wet Food', 'Lifestage': 'Senior'}","Formulated for cats over 12 years old.,Features a proven Macro Nutrient profile that is preferred by adult cats.,High levels of essential fatty acids, EPA & DHA help support your cat’s healthy joint function.,Reduced phosphorus levels help support kidney health in older cats.,Tender thin slices in gravy are easier on the sensitive teeth and gums of older cats.",34.32,117,34.34,Royal Canin Aging 12+ Thin Slices in Gravy Canned Cat Food,4.5,97
Iams,"{'Item Number': '128630', 'Weight': '13.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'High-Protein'}","Formulated with a high concentration of chicken and salmon protein for active felines.,Real chicken is the very first ingredient; 84% of the protein is sourced from chicken and salmon to build and maintain lean muscle mass.,Delicious, nutritious food contains no soy, artificial preservatives or dyes.,Tailored fiber blend with prebiotics and beet pulp helps maximize his nutrient absorption.,Enriched with essential minerals for strong teeth and bones, and fatty acids for healthy skin and a soft, shiny coat.",23.84,104,24.99,Iams ProActive Health High Protein Chicken & Salmon Recipe Dry Cat Food,4.6,96
Dr. Elsey's,"{'Item Number': '119080', 'Weight': '6.6\xa0pounds', 'Brand': 'Precious Cat', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, High-Protein, Pea-Free'}","Over 90% of protein is animal-based to promote a healthy body mass and a satisfied appetite.,Primary ingredients are among the highest biological value proteins available.,Lower glycemic formula delivers just 4% of energy from carbohydrates.,Ingredient profile is no-to-low oxalate to help prevent calcium oxalate crystals and bladder stones.,100% grain, gluten and filler free formula that’s full of vitamins and minerals like taurine and omega 3 fatty acids.",38.06,234,46.99,Dr. Elsey's cleanprotein Chicken Formula Grain-Free Dry Cat Food,4.6,93
Royal Canin,"{'Item Number': '117977', 'Weight': '7.0\xa0pounds', 'Brand': 'Royal Canin Size Health Nutrition', 'Food Form': 'Dry Food', 'Lifestage': 'Kitten, Adult'}","Designed for pregnant or nursing cats and kittens between 1-4 months.,Packed with essential nutrients such as DHA for brain development and immune system strengthening antioxidants and vitamins.,Tiny kibble that helps kittens transition from milk to solid food.,Features digestible proteins and prebiotics for digestive health.,Provides nutrition for growing bones and teeth.",29.69,211,0,"Royal Canin Mother & Babycat Dry Cat Food for Newborn Kittens, Pregnant & Nursing Cats",4.9,100
Friskies,"{'Item Number': '76334', 'Weight': '9.4\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Features real beef for the high-protein nutrition and flavor your little carnivore craves.,Enhanced with vitamins and minerals for overall well-being, and essential taurine for heart and vision health.,Provides a 100% complete and balanced meal for cats and kittens, on its own or as a delicious kibble topper.,Helps support urinary health and keeps your pal hydrated with tasty moisture in every bite.,Crafted with love in USA facilities and comes in easy-to-serve cans that make mealtime simple and hassle-free.",12.99,103,16.99,"Friskies Tasty Treasures Pate Liver & Beef Wet Cat Food, 5.5-oz can, case of 24",4.2,90
Blue Buffalo,"{'Item Number': '75647', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Blue Wilderness', 'Food Form': 'Wet Food', 'Lifestage': 'Senior', 'Special Diet': 'High-Protein, Grain-Free, No Corn No Wheat No Soy'}","100% grain-free senior recipe features protein-rich chicken as the first ingredient to support healthy muscles and energy.,Inspired by a feline wild diet with vitamins, minerals and essential taurine to support nose-to-tail health.,Helps promote digestive and urinary health with essential moisture from real broth in every can.,Good source of omega-3 and 6 fatty acids sourced from fish oil and flaxseeds to help promote a healthy skin and coat.,Made in the USA with zero grains, by-product meals, corn, wheat, or soy so it’s great for kitties with food sensitivities or allergies.",28.51,168,33.36,Blue Buffalo Wilderness Mature Chicken Recipe Grain-Free Canned Cat Food,4.4,90
Sheba,"{'Item Number': '87820', 'Packaging Type': 'Tray', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Grain-Free, Pea-Free'}","This soft, pate style food is made with real, high-quality beef as the 1st ingredient!,There's no grains, glutens, corn, wheat, or soy, so it's great for pet parents who are concerned with allergies, obesity, or digestibility.,This complete and balanced wet food has added vitamins and minerals to support your cat's overall wellbeing.,There's two fresh meals in each tray. Simple break apart, peel, and serve. No need to refrigerate leftovers your cat refuses to eat.,Made in the USA!",19.2,191,21.36,"Sheba Perfect Portions Grain-Free Tender Beef Entree Cat Food Trays, 2.6-oz, case of 24 twin-packs",4.4,88
Fancy Feast,"{'Item Number': '143256', 'Weight': '9.0\xa0pounds', 'Packaging Type': 'Can, Variety Pack', 'Food Texture': 'Pate, Flaked', 'Brand': 'Purina', 'Food Form': 'Wet Food', 'Lifestage': 'Adult'}","Made with high-quality poultry and beef, these recipes are protein-packed to keep your feline friend strong and satisfied.,With 6 different flavor combinations that provide the variety your cat needs to prevent her from becoming bored with her dinner and make mealtime exciting every day.,Packed with essential vitamins, minerals and taurine in every serving, this pate will give your feline friends all the nutrients they need to pounce through the day.,Each meal is formulated with complete and balanced nutrition for adult cats, so you know you’re keeping your best friend healthy.,Tempting textures entice your cat’s palate and create a unique, satisfying bite each time, while essential moisture helps keep her hydrated.",34.99,45,0,"Fancy Feast Poultry & Beef Collection Variety Pack Canned Cat Food, 3-oz, case of 45",4.7,96
Hill's Science Diet,"{'Item Number': '109440', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Brand': ""Hill's, Science Diet"", 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Weight Control, Pea-Free'}","Perfect for inactive cats or cats who are prone to weight gain.,Over 70% of cats lost weight within 10 weeks on this special diet.,Healthy weight supports a better quality of life and longer life expectancy.,100% precisely balanced nutrition.,Can be used in multi-cat homes to feed both heavy cats and leaner cats.",31.92,40,35.49,"Hill's Science Diet Adult Perfect Weight Roasted Vegetable & Chicken Medley Canned Cat Food, 2.9-oz, case of 24",4.2,88
Fancy Feast,"{'Item Number': '101734', 'Packaging Type': 'Pouch', 'Brand': 'Purina', 'Food Form': 'Food Topping', 'Lifestage': 'Adult'}","Turn mundane mealtime into a succulent feast of flavor with this delicious food topper.,Made with tender morsels of tuna in a decadent broth with real vegetables including tomatoes and spinach.,Contains no by-products or fillers–real, recognizable ingredients are the heart of every Fancy Feast Broths recipe.,Each pouch is perfectly sized and ready to pour for easy and convenient daily use.,Intended for use as a supplemental complement to add variety to an otherwise complete and balanced diet.",15.84,80,18.99,"Fancy Feast Classic Broths with Tuna & Vegetables Supplemental Wet Cat Food Pouches, 1.4-oz pouch, case of 16",4.7,95
Merrick,"{'Item Number': '87835', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Limited Ingredient Diet, Grain-Free, Gluten Free, No Corn No Wheat No Soy'}","Grain-free recipe features protein-rich chicken as the first ingredient for the essential nutrients to support healthy muscles and energy.,Single animal source protein is great for kitties with sensitivities and allergies, or on limited ingredient diets.,Enhanced with added vitamins, minerals, taurine and essential moisture for hydration and overall health.,Packed with antioxidants for immune health and omega-3 fatty acids to support a healthy skin and lustrous fur.,Made in the USA with zero grains, wheat, corn, soy, artificial colors, flavors or preservatives.",38.66,154,42.96,"Merrick Limited Ingredient Diet Grain-Free Real Chicken Pate Recipe Canned Cat Food, 5-oz, case of 24",4.1,87
